Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Channel,Postal Code,Product ID,Sales,Quantity,Unit Cost,,
864,CA-2016-134474,1-5-2016,1-7-2016,Second Class,AJ-10795,Corporate,32216,OFF-AR-10003958,5.248,2,2.3288,,
865,CA-2016-134474,1-5-2016,1-7-2016,Second Class,AJ-10795,Corporate,32216,TEC-PH-10002923,59.184,2,27.0027,,
2898,US-2016-164630,1-4-2016,1-9-2016,Standard Class,EB-13975,Corporate,28205,TEC-CO-10000971,959.968,4,209.993,,
5868,CA-2016-158211,1-4-2016,1-8-2016,Standard Class,BP-11185,Corporate,19143,OFF-AR-10004078,4.672,1,4.088,,
5869,CA-2016-158211,1-4-2016,1-8-2016,Standard Class,BP-11185,Corporate,19143,OFF-BI-10002026,104.58,6,30.793,,
3074,CA-2016-125206,1-3-2016,1-5-2016,First Class,LR-16915,Consumer,90045,OFF-ST-10003692,114.46,2,42.9225,,
8604,US-2016-116365,1-3-2016,1-8-2016,Standard Class,CA-12310,Corporate,78207,TEC-AC-10002217,30.08,2,17.672,,
8605,US-2016-116365,1-3-2016,1-8-2016,Standard Class,CA-12310,Corporate,78207,TEC-AC-10002942,165.6,3,57.27,,
8606,US-2016-116365,1-3-2016,1-8-2016,Standard Class,CA-12310,Corporate,78207,TEC-PH-10002890,180.96,5,33.4776,,
9494,CA-2016-105207,1-3-2016,1-8-2016,Standard Class,BO-11350,Corporate,74012,FUR-TA-10000617,1592.85,7,177.489,,
9495,CA-2016-105207,1-3-2016,1-8-2016,Standard Class,BO-11350,Corporate,74012,OFF-BI-10004364,11.88,2,3.267,,
4919,CA-2016-160304,1-2-2016,1-7-2016,Standard Class,BM-11575,Corporate,20877,FUR-BO-10004709,173.94,3,45.2244,,
4920,CA-2016-160304,1-2-2016,1-7-2016,Standard Class,BM-11575,Corporate,20877,TEC-PH-10000455,231.98,2,82.3529,,
1896,CA-2015-109197,12-31-2015,1-4-2016,Standard Class,JO-15280,Consumer,59801,OFF-BI-10004632,487.984,2,167.7445,,
2137,CA-2015-156377,12-31-2015,1-5-2016,Standard Class,TB-21625,Consumer,75051,FUR-FU-10002364,14.76,5,5.2398,,
2138,CA-2015-156377,12-31-2015,1-5-2016,Standard Class,TB-21625,Consumer,75051,OFF-BI-10002954,3.656,4,2.3764,,
2322,CA-2015-109470,12-31-2015,1-3-2016,Second Class,KC-16255,Corporate,42420,OFF-BI-10004492,94.74,3,16.7374,,
2323,CA-2015-109470,12-31-2015,1-3-2016,Second Class,KC-16255,Corporate,42420,OFF-BI-10001072,60.64,4,8.1864,,
2324,CA-2015-109470,12-31-2015,1-3-2016,Second Class,KC-16255,Corporate,42420,OFF-BI-10003707,76.3,5,7.63,,
2325,CA-2015-109470,12-31-2015,1-3-2016,Second Class,KC-16255,Corporate,42420,OFF-BI-10000977,364.8,12,16.416,,
6072,CA-2015-120901,12-31-2015,1-4-2016,Standard Class,BG-11035,Consumer,78745,OFF-ST-10000025,152.688,2,89.7042,,
6073,CA-2015-120901,12-31-2015,1-4-2016,Standard Class,BG-11035,Consumer,78745,OFF-FA-10001561,3.488,2,1.4606,,
6074,CA-2015-120901,12-31-2015,1-4-2016,Standard Class,BG-11035,Consumer,78745,OFF-SU-10001225,5.888,2,3.6064,,
7356,CA-2015-139780,12-31-2015,1-2-2016,Second Class,AH-10690,Corporate,48205,OFF-BI-10004139,116.4,8,8.0025,,
6009,CA-2015-135580,12-30-2015,1-3-2016,Standard Class,CL-12565,Consumer,90049,OFF-PA-10000595,68.52,3,12.3336,,
6010,CA-2015-135580,12-30-2015,1-3-2016,Standard Class,CL-12565,Consumer,90049,OFF-ST-10000798,74.94,3,20.2338,,
6011,CA-2015-135580,12-30-2015,1-3-2016,Standard Class,CL-12565,Consumer,90049,TEC-MA-10004002,2548.56,6,376.9745,,
6012,CA-2015-135580,12-30-2015,1-3-2016,Standard Class,CL-12565,Consumer,90049,OFF-EN-10003296,271.44,3,49.764,,
6013,CA-2015-135580,12-30-2015,1-3-2016,Standard Class,CL-12565,Consumer,90049,TEC-PH-10004345,287.88,3,83.965,,
9876,CA-2015-130855,12-29-2015,1-5-2016,Standard Class,RF-19840,Consumer,10035,OFF-SU-10003936,6.36,2,3.1482,,
162,CA-2015-119697,12-28-2015,12-31-2015,Second Class,EM-13960,Consumer,19134,TEC-AC-10003657,54.384,2,26.5122,,
4037,CA-2015-148859,12-28-2015,1-1-2016,Standard Class,FH-14350,Consumer,60623,OFF-ST-10004950,24.816,2,11.6325,,
38,CA-2015-117415,12-27-2015,12-31-2015,Standard Class,SN-20710,Home Office,77041,OFF-EN-10002986,113.328,9,8.657,,
39,CA-2015-117415,12-27-2015,12-31-2015,Standard Class,SN-20710,Home Office,77041,FUR-BO-10002545,532.3992,3,193.1252,,
40,CA-2015-117415,12-27-2015,12-31-2015,Standard Class,SN-20710,Home Office,77041,FUR-CH-10004218,212.058,3,75.735,,
41,CA-2015-117415,12-27-2015,12-31-2015,Standard Class,SN-20710,Home Office,77041,TEC-PH-10000486,371.168,4,82.3529,,
496,CA-2015-134782,12-27-2015,12-31-2015,Standard Class,MD-17350,Consumer,72701,OFF-EN-10001434,105.42,2,26.8821,,
1094,CA-2015-165085,12-27-2015,12-31-2015,Standard Class,BT-11485,Home Office,20735,OFF-PA-10000605,28.9,5,2.9478,,
1095,CA-2015-165085,12-27-2015,12-31-2015,Standard Class,BT-11485,Home Office,20735,OFF-AP-10002518,355.96,2,126.3658,,
1698,CA-2015-148376,12-27-2015,12-31-2015,Standard Class,AG-10900,Consumer,90008,OFF-AP-10000240,106.96,2,37.9708,,
1699,CA-2015-148376,12-27-2015,12-31-2015,Standard Class,AG-10900,Consumer,90008,OFF-LA-10002381,21.56,7,1.6016,,
3191,US-2015-163783,12-27-2015,1-1-2016,Standard Class,DR-12940,Home Office,60610,OFF-ST-10002957,12.672,3,5.28,,
3272,CA-2015-155145,12-27-2015,12-29-2015,Second Class,KN-16450,Corporate,93277,TEC-AC-10003709,7.92,8,0.5544,,
4810,CA-2015-151589,12-27-2015,12-30-2015,First Class,RE-19450,Consumer,54703,OFF-PA-10003228,195.64,4,25.9223,,
4811,CA-2015-151589,12-27-2015,12-30-2015,First Class,RE-19450,Consumer,54703,TEC-PH-10004345,239.9,2,83.965,,
7650,CA-2015-101889,12-27-2015,12-31-2015,Standard Class,DB-13120,Corporate,43302,FUR-TA-10004154,1548.99,9,223.743,,
7651,CA-2015-101889,12-27-2015,12-31-2015,Standard Class,DB-13120,Corporate,43302,OFF-EN-10003286,19.872,3,4.3884,,
8727,CA-2015-103870,12-27-2015,12-31-2015,Standard Class,SP-20860,Corporate,37130,TEC-AC-10002370,4.728,3,1.3396,,
8728,CA-2015-103870,12-27-2015,12-31-2015,Standard Class,SP-20860,Corporate,37130,FUR-FU-10002030,53.352,3,12.4488,,
8729,CA-2015-103870,12-27-2015,12-31-2015,Standard Class,SP-20860,Corporate,37130,FUR-BO-10002853,131.104,2,61.455,,
8730,CA-2015-103870,12-27-2015,12-31-2015,Standard Class,SP-20860,Corporate,37130,OFF-ST-10002562,22.512,3,6.7536,,
8731,CA-2015-103870,12-27-2015,12-31-2015,Standard Class,SP-20860,Corporate,37130,TEC-AC-10004227,72.744,7,12.2106,,
9680,CA-2015-130113,12-27-2015,12-31-2015,Standard Class,AH-10030,Corporate,94122,OFF-ST-10000046,323.1,2,130.8555,,
9681,CA-2015-130113,12-27-2015,12-31-2015,Standard Class,AH-10030,Corporate,94122,TEC-PH-10003505,668.16,9,65.888,,
526,CA-2015-158792,12-26-2015,1-2-2016,Standard Class,BD-11605,Consumer,1841,OFF-FA-10002815,22.2,5,2.3532,,
5294,CA-2015-111073,12-26-2015,12-30-2015,Standard Class,MC-18100,Consumer,44256,FUR-TA-10004086,51.588,1,67.0644,,
5690,CA-2015-119550,12-26-2015,12-31-2015,Standard Class,RB-19705,Home Office,77070,FUR-CH-10002044,275.058,3,121.8114,,
7100,CA-2015-124933,12-26-2015,12-30-2015,Second Class,DF-13135,Consumer,10009,OFF-PA-10003302,212.64,6,18.7832,,
2330,US-2015-147739,12-25-2015,12-29-2015,Standard Class,JD-16150,Corporate,19140,FUR-FU-10001468,547.136,4,153.882,,
2562,CA-2015-144288,12-25-2015,12-31-2015,Standard Class,MB-17305,Consumer,37211,OFF-LA-10003190,9.216,4,1.4688,,
2563,CA-2015-144288,12-25-2015,12-31-2015,Standard Class,MB-17305,Consumer,37211,OFF-PA-10002787,10.368,2,3.3696,,
4110,CA-2015-153717,12-25-2015,1-1-2016,Standard Class,DL-13495,Corporate,48227,TEC-PH-10002923,73.98,2,27.0027,,
4111,CA-2015-153717,12-25-2015,1-1-2016,Standard Class,DL-13495,Corporate,48227,FUR-BO-10004360,160.98,1,140.0526,,
4112,CA-2015-153717,12-25-2015,1-1-2016,Standard Class,DL-13495,Corporate,48227,OFF-PA-10002160,17.34,3,2.9478,,
4113,CA-2015-153717,12-25-2015,1-1-2016,Standard Class,DL-13495,Corporate,48227,OFF-AR-10002375,3.28,1,2.3288,,
5974,CA-2015-143980,12-25-2015,12-29-2015,Standard Class,JK-15640,Home Office,10011,OFF-AP-10003779,414.96,2,145.236,,
6063,CA-2015-111780,12-25-2015,12-30-2015,Second Class,RA-19285,Consumer,92037,TEC-CO-10004202,1199.96,5,194.9935,,
6064,CA-2015-111780,12-25-2015,12-30-2015,Second Class,RA-19285,Consumer,92037,OFF-PA-10001307,12.6,3,2.142,,
6065,CA-2015-111780,12-25-2015,12-30-2015,Second Class,RA-19285,Consumer,92037,OFF-PA-10001667,17.94,3,3.289,,
7155,US-2015-136749,12-25-2015,12-27-2015,Second Class,LH-16900,Consumer,31907,FUR-FU-10000747,275.88,6,38.1634,,
7156,US-2015-136749,12-25-2015,12-27-2015,Second Class,LH-16900,Consumer,31907,OFF-BI-10004492,157.9,5,16.7374,,
7336,CA-2015-113152,12-25-2015,12-30-2015,Standard Class,JK-15625,Consumer,10024,TEC-AC-10002049,843.9,2,236.292,,
7337,CA-2015-113152,12-25-2015,12-30-2015,Standard Class,JK-15625,Consumer,10024,FUR-BO-10002613,449.568,2,196.686,,
7854,CA-2015-144890,12-25-2015,12-29-2015,Standard Class,SM-20320,Home Office,90049,OFF-PA-10001526,9.96,2,2.5398,,
220,CA-2015-169397,12-24-2015,12-27-2015,First Class,JB-15925,Consumer,43017,OFF-FA-10000585,5.584,2,1.8846,,
221,CA-2015-169397,12-24-2015,12-27-2015,First Class,JB-15925,Consumer,43017,OFF-PA-10004000,22.704,6,2.4123,,
222,CA-2015-169397,12-24-2015,12-27-2015,First Class,JB-15925,Consumer,43017,OFF-BI-10002852,19.776,4,8.4048,,
223,CA-2015-169397,12-24-2015,12-27-2015,First Class,JB-15925,Consumer,43017,FUR-FU-10000087,72.704,4,13.4048,,
224,CA-2015-169397,12-24-2015,12-27-2015,First Class,JB-15925,Consumer,43017,TEC-MA-10001148,479.988,4,215.9946,,
225,CA-2015-169397,12-24-2015,12-27-2015,First Class,JB-15925,Consumer,43017,OFF-AR-10001958,27.168,2,12.2256,,
797,CA-2015-124653,12-24-2015,12-26-2015,First Class,DB-13120,Corporate,14609,OFF-PA-10000176,132.79,7,9.8644,,
798,CA-2015-124653,12-24-2015,12-26-2015,First Class,DB-13120,Corporate,14609,OFF-PA-10002365,12.96,2,3.3696,,
799,CA-2015-124653,12-24-2015,12-26-2015,First Class,DB-13120,Corporate,14609,OFF-LA-10002271,21.56,7,1.6016,,
1370,US-2015-103471,12-24-2015,12-28-2015,Standard Class,JR-15670,Consumer,80906,FUR-BO-10002613,590.058,7,196.686,,
1371,US-2015-103471,12-24-2015,12-28-2015,Standard Class,JR-15670,Consumer,80906,OFF-AR-10003405,14.04,3,4.1535,,
2080,CA-2015-120103,12-24-2015,12-29-2015,Standard Class,MS-17365,Consumer,85023,OFF-PA-10001295,106.232,7,9.8644,,
2081,CA-2015-120103,12-24-2015,12-29-2015,Standard Class,MS-17365,Consumer,85023,TEC-PH-10002170,111.984,2,50.3928,,
2082,CA-2015-120103,12-24-2015,12-29-2015,Standard Class,MS-17365,Consumer,85023,FUR-FU-10002885,7.712,2,2.9884,,
2660,CA-2015-135538,12-24-2015,12-28-2015,Standard Class,HR-14830,Corporate,85234,FUR-CH-10004287,883.84,4,196.102,,
2959,CA-2015-158456,12-24-2015,12-29-2015,Standard Class,KT-16465,Consumer,90032,OFF-BI-10001097,19.936,4,3.1773,,
2960,CA-2015-158456,12-24-2015,12-29-2015,Standard Class,KT-16465,Consumer,90032,OFF-FA-10004854,45.92,4,6.0844,,
8990,US-2015-128587,12-24-2015,12-30-2015,Standard Class,HM-14860,Corporate,65807,FUR-FU-10003026,9.68,2,2.9524,,
8991,US-2015-128587,12-24-2015,12-30-2015,Standard Class,HM-14860,Corporate,65807,TEC-CO-10003763,4899.93,7,370.9947,,
2320,CA-2015-117828,12-23-2015,12-26-2015,First Class,BD-11500,Consumer,23223,OFF-AP-10001563,194.32,4,34.4918,,
4013,CA-2015-153612,12-22-2015,12-27-2015,Standard Class,BT-11305,Home Office,54880,OFF-AR-10000203,17.12,4,3.0388,,
8542,CA-2015-157287,12-22-2015,12-23-2015,First Class,HR-14830,Corporate,19140,OFF-ST-10001172,33.568,2,15.9448,,
8543,CA-2015-157287,12-22-2015,12-23-2015,First Class,HR-14830,Corporate,19140,FUR-CH-10001270,422.625,7,60.375,,
1014,US-2015-126214,12-21-2015,12-24-2015,Second Class,JS-15880,Consumer,98103,FUR-TA-10003748,1618.37,13,97.1022,,
1015,US-2015-126214,12-21-2015,12-24-2015,Second Class,JS-15880,Consumer,98103,TEC-AC-10003198,99.6,1,62.748,,
2777,CA-2015-127019,12-21-2015,12-25-2015,Standard Class,ER-13855,Corporate,80906,OFF-AP-10003971,60.984,7,8.0586,,
4080,CA-2015-165414,12-21-2015,12-24-2015,First Class,LS-17245,Consumer,28540,TEC-PH-10002293,47.976,3,14.3928,,
4334,CA-2015-112375,12-21-2015,12-27-2015,Standard Class,RD-19720,Consumer,32114,TEC-AC-10003237,50.88,6,6.042,,
4335,CA-2015-112375,12-21-2015,12-27-2015,Standard Class,RD-19720,Consumer,32114,OFF-EN-10003798,27.312,2,9.0471,,
7755,CA-2015-161795,12-21-2015,12-23-2015,Second Class,AH-10075,Corporate,43229,OFF-AR-10001919,3.008,2,1.3348,,
8283,CA-2015-154284,12-21-2015,12-26-2015,Second Class,SZ-20035,Home Office,60174,TEC-MA-10004241,600.53,2,231.633,,
8284,CA-2015-154284,12-21-2015,12-26-2015,Second Class,SZ-20035,Home Office,60174,OFF-AR-10001468,59.904,2,22.8384,,
8285,CA-2015-154284,12-21-2015,12-26-2015,Second Class,SZ-20035,Home Office,60174,TEC-AC-10003198,637.44,8,62.748,,
8286,CA-2015-154284,12-21-2015,12-26-2015,Second Class,SZ-20035,Home Office,60174,FUR-FU-10003039,51.756,3,28.4658,,
345,US-2015-120712,12-20-2015,12-24-2015,Standard Class,CS-12130,Consumer,78745,OFF-ST-10000107,88.8,4,22.755,,
471,CA-2015-154144,12-20-2015,12-24-2015,Standard Class,MH-17785,Corporate,11757,OFF-PA-10004071,55.48,1,28.8496,,
1722,US-2015-123218,12-20-2015,12-25-2015,Standard Class,KD-16345,Consumer,60623,TEC-PH-10001061,159.984,2,73.9926,,
1723,US-2015-123218,12-20-2015,12-25-2015,Standard Class,KD-16345,Consumer,60623,TEC-AC-10000736,255.968,4,51.1936,,
1724,US-2015-123218,12-20-2015,12-25-2015,Standard Class,KD-16345,Consumer,60623,FUR-BO-10003966,359.058,3,143.6232,,
4336,CA-2015-154795,12-20-2015,12-24-2015,Standard Class,GZ-14470,Consumer,86442,OFF-EN-10003068,7.92,1,5.148,,
4337,CA-2015-154795,12-20-2015,12-24-2015,Standard Class,GZ-14470,Consumer,86442,FUR-FU-10002088,14.368,2,5.2084,,
6735,CA-2015-141754,12-20-2015,12-25-2015,Standard Class,EM-14200,Home Office,33142,OFF-LA-10004093,11.696,2,3.8743,,
8670,CA-2015-158918,12-20-2015,12-25-2015,Second Class,AI-10855,Consumer,90036,OFF-PA-10004947,17.12,4,2.354,,
8866,CA-2015-158148,12-20-2015,12-26-2015,Standard Class,JM-15865,Consumer,22204,OFF-AP-10003281,36.27,3,8.463,,
9012,CA-2015-137071,12-20-2015,12-21-2015,First Class,ED-13885,Home Office,77036,TEC-AC-10004353,100.8,2,39.69,,
1625,CA-2015-157084,12-19-2015,12-24-2015,Standard Class,JG-15160,Consumer,90049,TEC-PH-10002922,675.96,5,118.293,,
1626,CA-2015-157084,12-19-2015,12-24-2015,Standard Class,JG-15160,Consumer,90049,TEC-AC-10002049,1265.85,3,236.292,,
1725,CA-2015-127453,12-19-2015,12-20-2015,First Class,JK-15370,Consumer,19143,OFF-AP-10000828,434.352,3,130.3056,,
1726,CA-2015-127453,12-19-2015,12-20-2015,First Class,JK-15370,Consumer,19143,OFF-AP-10002906,3.552,2,1.554,,
1727,CA-2015-127453,12-19-2015,12-20-2015,First Class,JK-15370,Consumer,19143,OFF-AP-10003860,88.832,4,20.2648,,
4077,CA-2015-100685,12-19-2015,12-21-2015,Second Class,SM-20950,Corporate,68104,OFF-BI-10003094,7.04,2,1.8656,,
4078,CA-2015-100685,12-19-2015,12-21-2015,Second Class,SM-20950,Corporate,68104,OFF-FA-10003472,5.04,4,1.2096,,
4079,CA-2015-100685,12-19-2015,12-21-2015,Second Class,SM-20950,Corporate,68104,OFF-PA-10001289,116.28,3,19.7676,,
6453,US-2015-110261,12-19-2015,12-23-2015,Second Class,PR-18880,Consumer,60025,TEC-PH-10001750,158.376,3,48.1727,,
7487,US-2015-134558,12-19-2015,12-24-2015,Second Class,PM-19135,Home Office,3820,OFF-PA-10001184,29.9,5,3.0498,,
7488,US-2015-134558,12-19-2015,12-24-2015,Second Class,PM-19135,Home Office,3820,TEC-AC-10004145,2249.91,9,192.4923,,
7489,US-2015-134558,12-19-2015,12-24-2015,Second Class,PM-19135,Home Office,3820,FUR-TA-10003473,1053.164,4,289.6201,,
7747,CA-2015-109113,12-19-2015,12-23-2015,Standard Class,EK-13795,Home Office,60610,TEC-AC-10004761,25.488,2,10.3545,,
8826,CA-2015-115399,12-19-2015,12-22-2015,First Class,AG-10900,Consumer,19134,OFF-LA-10003190,6.912,3,1.4688,,
543,US-2015-120161,12-18-2015,12-23-2015,Standard Class,LM-17065,Consumer,45503,OFF-ST-10001809,646.776,9,88.0334,,
2262,US-2015-137960,12-18-2015,12-18-2015,Same Day,MW-18220,Consumer,10035,TEC-AC-10002253,166.24,1,141.304,,
4009,CA-2015-107468,12-18-2015,12-22-2015,Standard Class,MK-17905,Corporate,80027,OFF-AR-10000634,6.848,2,3.1244,,
4993,CA-2015-153038,12-18-2015,12-25-2015,Standard Class,RB-19645,Corporate,38109,OFF-EN-10000461,55.936,8,4.6322,,
4994,CA-2015-153038,12-18-2015,12-25-2015,Standard Class,RB-19645,Corporate,38109,OFF-LA-10004008,18.432,8,1.5552,,
4995,CA-2015-153038,12-18-2015,12-25-2015,Standard Class,RB-19645,Corporate,38109,FUR-FU-10000221,20.32,5,3.3528,,
5082,US-2015-137533,12-18-2015,12-18-2015,Same Day,JK-15640,Home Office,44105,OFF-PA-10003441,20.736,4,3.3696,,
4695,US-2015-138121,12-17-2015,12-17-2015,Same Day,JL-15835,Consumer,48205,OFF-BI-10000320,29.52,4,3.7638,,
4696,US-2015-138121,12-17-2015,12-17-2015,Same Day,JL-15835,Consumer,48205,FUR-CH-10003846,302.94,3,84.8232,,
4697,US-2015-138121,12-17-2015,12-17-2015,Same Day,JL-15835,Consumer,48205,FUR-CH-10004875,142.36,2,51.9614,,
4698,US-2015-138121,12-17-2015,12-17-2015,Same Day,JL-15835,Consumer,48205,FUR-CH-10003817,546.66,9,45.555,,
4699,US-2015-138121,12-17-2015,12-17-2015,Same Day,JL-15835,Consumer,48205,FUR-FU-10002116,212.13,3,65.7603,,
6685,US-2015-129637,12-17-2015,12-22-2015,Standard Class,MC-18100,Consumer,61701,OFF-ST-10003716,180.016,1,195.7674,,
6686,US-2015-129637,12-17-2015,12-22-2015,Standard Class,MC-18100,Consumer,61701,FUR-FU-10000965,41.552,2,30.6446,,
6687,US-2015-129637,12-17-2015,12-22-2015,Standard Class,MC-18100,Consumer,61701,OFF-AR-10003829,13.12,5,2.3288,,
8937,CA-2015-134117,12-17-2015,12-19-2015,Second Class,PG-18895,Consumer,90008,OFF-AR-10003903,204.85,5,30.3178,,
8938,CA-2015-134117,12-17-2015,12-19-2015,Second Class,PG-18895,Consumer,90008,TEC-PH-10004908,135.984,2,59.493,,
8939,CA-2015-134117,12-17-2015,12-19-2015,Second Class,PG-18895,Consumer,90008,OFF-AR-10001940,16.4,5,1.8696,,
8940,CA-2015-134117,12-17-2015,12-19-2015,Second Class,PG-18895,Consumer,90008,OFF-BI-10002026,92.96,2,30.793,,
6873,CA-2015-162544,12-16-2015,12-19-2015,First Class,SG-20080,Consumer,98105,OFF-PA-10004948,4.98,1,2.6394,,
180,CA-2015-137225,12-15-2015,12-19-2015,Standard Class,JK-15640,Home Office,10009,OFF-AR-10001940,3.28,1,1.8696,,
460,CA-2015-109638,12-15-2015,12-22-2015,Standard Class,JH-15985,Consumer,98115,OFF-AP-10002472,103.92,4,16.887,,
461,CA-2015-109638,12-15-2015,12-22-2015,Standard Class,JH-15985,Consumer,98115,TEC-AC-10004571,899.91,9,57.9942,,
462,CA-2015-109638,12-15-2015,12-22-2015,Standard Class,JH-15985,Consumer,98115,OFF-BI-10001098,51.312,3,10.9038,,
3151,CA-2015-147830,12-15-2015,12-18-2015,First Class,NF-18385,Consumer,43055,TEC-AC-10002049,2025.36,6,236.292,,
3152,CA-2015-147830,12-15-2015,12-18-2015,First Class,NF-18385,Consumer,43055,TEC-MA-10000418,1799.994,2,2219.9926,,
3153,CA-2015-147830,12-15-2015,12-18-2015,First Class,NF-18385,Consumer,43055,TEC-PH-10004908,101.988,2,59.493,,
3154,CA-2015-147830,12-15-2015,12-18-2015,First Class,NF-18385,Consumer,43055,FUR-FU-10004091,262.864,7,27.6946,,
9089,CA-2015-150308,12-15-2015,12-20-2015,Standard Class,RR-19525,Corporate,27511,TEC-PH-10001433,246.168,3,74.8761,,
1982,CA-2015-119592,12-14-2015,12-16-2015,Second Class,MM-18280,Corporate,31907,OFF-BI-10004187,3.76,2,0.9776,,
2234,CA-2015-123232,12-14-2015,12-16-2015,Second Class,DJ-13630,Consumer,97206,TEC-PH-10001051,319.968,4,70.9929,,
5137,CA-2015-146696,12-14-2015,12-19-2015,Standard Class,RD-19480,Consumer,92105,OFF-BI-10002432,8.096,2,2.6818,,
5557,CA-2015-125066,12-14-2015,12-18-2015,Standard Class,KD-16495,Corporate,39212,FUR-FU-10003829,6.16,2,2.0944,,
5558,CA-2015-125066,12-14-2015,12-18-2015,Standard Class,KD-16495,Corporate,39212,OFF-AR-10003582,56.3,2,20.268,,
6034,CA-2015-130253,12-14-2015,12-18-2015,Standard Class,PP-18955,Home Office,90036,FUR-FU-10002963,15.24,3,3.3528,,
6088,CA-2015-114048,12-14-2015,12-18-2015,Standard Class,EH-13945,Consumer,92627,FUR-FU-10004351,29.22,3,5.4544,,
9376,CA-2015-126347,12-14-2015,12-19-2015,Second Class,AJ-10945,Consumer,90045,TEC-AC-10003063,50,2,19.75,,
9953,CA-2015-141593,12-14-2015,12-16-2015,Second Class,DB-12970,Corporate,90045,OFF-BI-10001153,55.264,2,17.27,,
9954,CA-2015-141593,12-14-2015,12-16-2015,Second Class,DB-12970,Corporate,90045,OFF-PA-10004983,6.48,1,3.3696,,
9955,CA-2015-141593,12-14-2015,12-16-2015,Second Class,DB-12970,Corporate,90045,OFF-BI-10000948,34.248,3,7.5631,,
9956,CA-2015-141593,12-14-2015,12-16-2015,Second Class,DB-12970,Corporate,90045,FUR-TA-10002622,273.568,2,131.6546,,
939,CA-2015-148250,12-13-2015,12-17-2015,Standard Class,RP-19270,Corporate,92503,OFF-PA-10000289,12.96,2,3.3696,,
940,CA-2015-148250,12-13-2015,12-17-2015,Standard Class,RP-19270,Corporate,92503,OFF-AP-10003040,134.48,4,24.8788,,
1818,CA-2015-125423,12-13-2015,12-15-2015,Second Class,MC-17575,Consumer,90036,OFF-LA-10001771,9.96,2,2.6892,,
3288,CA-2015-157770,12-13-2015,12-15-2015,First Class,RD-19585,Consumer,92592,TEC-PH-10001530,494.376,3,148.3128,,
3289,CA-2015-157770,12-13-2015,12-15-2015,First Class,RD-19585,Consumer,92592,OFF-BI-10000050,29.2,5,3.869,,
3290,CA-2015-157770,12-13-2015,12-15-2015,First Class,RD-19585,Consumer,92592,TEC-AC-10001552,248.85,5,44.2953,,
3291,CA-2015-157770,12-13-2015,12-15-2015,First Class,RD-19585,Consumer,92592,TEC-AC-10003399,36.24,1,21.0192,,
3363,CA-2015-139962,12-13-2015,12-20-2015,Standard Class,Dp-13240,Home Office,2151,OFF-PA-10004451,19.44,3,3.3696,,
3364,CA-2015-139962,12-13-2015,12-20-2015,Standard Class,Dp-13240,Home Office,2151,OFF-BI-10004738,37.88,2,9.47,,
788,CA-2015-154620,12-12-2015,12-16-2015,Standard Class,LT-17110,Consumer,93534,FUR-CH-10004675,348.928,2,157.0176,,
2388,CA-2015-145065,12-12-2015,12-15-2015,First Class,DK-13375,Consumer,92105,OFF-FA-10001229,7.86,2,2.1222,,
2389,CA-2015-145065,12-12-2015,12-15-2015,First Class,DK-13375,Consumer,92105,OFF-BI-10002437,24.448,2,7.7928,,
4718,CA-2015-129042,12-12-2015,12-17-2015,Standard Class,EM-13960,Consumer,21215,OFF-AR-10001662,8.22,3,2.0002,,
4754,US-2015-167220,12-12-2015,12-16-2015,Standard Class,JB-15925,Consumer,78745,TEC-AC-10002018,22.368,4,3.9843,,
5782,CA-2015-155586,12-12-2015,12-16-2015,Second Class,XP-21865,Consumer,95928,OFF-AR-10001547,2.21,1,1.6133,,
5783,CA-2015-155586,12-12-2015,12-16-2015,Second Class,XP-21865,Consumer,95928,OFF-EN-10003072,15.52,4,2.0176,,
5784,CA-2015-155586,12-12-2015,12-16-2015,Second Class,XP-21865,Consumer,95928,OFF-PA-10000726,36.44,4,5.0105,,
6239,CA-2015-134075,12-12-2015,12-16-2015,Standard Class,HA-14905,Consumer,95123,FUR-FU-10004597,166.5,3,48.285,,
6240,CA-2015-134075,12-12-2015,12-16-2015,Standard Class,HA-14905,Consumer,95123,OFF-ST-10001496,360.38,2,133.3406,,
7794,CA-2015-127481,12-12-2015,12-15-2015,Second Class,JD-15895,Corporate,89115,OFF-PA-10002036,32.4,5,3.3048,,
7795,CA-2015-127481,12-12-2015,12-15-2015,Second Class,JD-15895,Corporate,89115,OFF-PA-10002377,97.88,2,24.47,,
8002,CA-2015-110870,12-12-2015,12-15-2015,First Class,KD-16270,Consumer,90032,TEC-AC-10002926,299.94,6,28.4943,,
8003,CA-2015-110870,12-12-2015,12-15-2015,First Class,KD-16270,Consumer,90032,OFF-SU-10001225,25.76,7,3.6064,,
1674,CA-2015-150560,12-11-2015,12-12-2015,First Class,SW-20455,Consumer,23434,OFF-LA-10003930,196.62,2,50.1381,,
2012,CA-2015-155761,12-11-2015,12-11-2015,Same Day,SC-20800,Consumer,77041,TEC-AC-10001606,159.984,2,61.9938,,
2013,CA-2015-155761,12-11-2015,12-11-2015,Same Day,SC-20800,Consumer,77041,OFF-ST-10000943,46.344,3,13.9032,,
2711,US-2015-120572,12-11-2015,12-15-2015,Standard Class,GH-14425,Consumer,32216,OFF-BI-10001098,12.828,2,10.9038,,
4785,CA-2015-104346,12-11-2015,12-16-2015,Standard Class,IM-15070,Consumer,80906,OFF-AR-10001473,13.12,5,2.3944,,
